congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,,children,n_children,n_daughter,Check
108,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,,-0.238,0.289,-185.34904,0.8,830,73,,-0.253,0.305,,,,,
108,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-92.90321,0.893,825,40,,0.434,0.226,,,,,
108,House,29722,32,1,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.412,0.206,-206.92422,0.78051,835,87,,0.384,0.309,,,,,
108,House,29723,32,2,KS,200,0,1,"RYUN, Jim",R000566,1947,,0.547,0.267,-91.23482,0.893,808,39,,0.495,0.239,,,,,
108,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,,-0.267,0.159,-186.49087,0.799,830,85,,-0.249,0.122,,,,,
108,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.337,0.113,-83.25003,0.90489,833,27,,0.359,0.095,,,,,
108,House,20326,51,6,KY,100,2,2,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-91.2787,0.772,352,38,,-0.207,0.46,,,,,
108,House,29352,51,2,KY,200,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-104.52403,0.881,827,46,,0.413,0.279,,,,,
108,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-122.09423,0.859,805,45,,0.306,0.155,,,,,
108,House,29725,51,3,KY,200,0,1,"NORTHUP, Anne Meagher",N000143,1948,,0.335,-0.035,-101.80645,0.885,830,39,,0.34,0.016,,,,,
108,House,29916,51,4,KY,100,0,1,"LUCAS, Ken",L000558,1933,,-0.058,0.721,-220.9448,0.766,827,86,,-0.087,0.563,,,,,
108,House,29917,51,6,KY,200,1,1,"FLETCHER, Ernest L.",F000441,1952,,0.285,0.273,-51.39848,0.864,352,22,,0.241,0.163,,,,,
108,House,15401,45,6,LA,200,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-83.88149,0.901,806,33,,0.429,-0.027,,,,,
108,House,15451,45,4,LA,200,0,1,"McCRERY, James O., III",M000388,1949,,0.362,0.08,-86.30138,0.898,804,31,,0.424,-0.12,,,,,
108,House,20327,45,5,LA,100,0,1,"ALEXANDER, Rodney",A000361,1946,,-0.085,0.926,-274.33927,0.719,832,120,,-0.084,0.871,,,,,
108,House,29120,45,2,LA,100,0,1,"JEFFERSON, William Jennings",J000070,1947,,-0.424,0.242,-159.93615,0.814,775,70,,-0.389,0.215,,,,,
108,House,29727,45,7,LA,100,0,1,"JOHN, Christopher",J000110,1960,,-0.12,0.735,-158.40876,0.811,754,60,,-0.113,0.729,,,,,
108,House,29918,45,1,LA,200,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-86.47811,0.899,808,34,,0.502,0.037,,,,,
108,House,94679,45,3,LA,200,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.341,0.16,-54.00167,0.91,570,12,,0.368,0.067,,,,,
108,House,20328,2,2,ME,100,0,1,"MICHAUD, Michael H.",M001149,1955,,-0.283,-0.071,-187.95833,0.8,843,85,,-0.304,0.226,,,,,
108,House,29728,2,1,ME,100,0,1,"ALLEN, Thomas H.",A000357,1945,,-0.4,-0.105,-146.3314,0.839,832,70,,-0.423,-0.029,,,,,
108,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.117,-124.75541,0.86122,835,59,,-0.357,-0.039,,,,,
108,House,15408,52,3,MD,100,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.319,-0.223,-112.77531,0.87165,821,39,,-0.311,-0.252,,,,,
108,House,20329,52,2,MD,100,0,1,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.295,0.133,-151.81128,0.82909,810,66,,-0.269,0.093,,,,,
108,House,20330,52,8,MD,100,0,1,"VAN HOLLEN, Christopher",V000128,1959,,-0.392,-0.21,-109.06564,0.8781,839,47,,-0.406,-0.368,,,,,
108,House,29122,52,1,MD,200,0,1,"GILCHREST, Wayne Thomas",G000180,1946,,0.204,-0.563,-163.39651,0.821,827,60,,0.326,-0.702,,,,,
108,House,29355,52,4,MD,100,0,1,"WYNN, Albert Russell",W000784,1951,,-0.38,0.038,-188.59704,0.795,821,72,,-0.317,0.142,,,,,
108,House,29356,52,6,MD,200,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-254.43224,0.738,836,106,,0.719,-0.269,,,,,
108,House,29587,52,7,MD,100,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,,-0.438,-0.148,-113.68476,0.8689,809,39,,-0.444,-0.092,,,,,
108,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.512,-0.457,-98.99273,0.88731,828,40,,-0.533,-0.543,,,,,
108,House,14824,3,4,MA,100,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-109.58557,0.875,818,43,,-0.534,-0.512,,,,,
108,House,15616,3,2,MA,100,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.111,-113.49753,0.8703,817,46,,-0.43,-0.093,,,,,
108,House,20119,3,9,MA,100,0,1,"LYNCH, Stephen F.",L000562,1955,,-0.35,0.038,-167.88191,0.81527,822,72,,-0.33,0.113,,,,,
108,House,29123,3,1,MA,100,0,1,"OLVER, John Walter",O000085,1936,,-0.577,-0.207,-117.2302,0.869,836,58,,-0.59,-0.064,,,,,
108,House,29358,3,5,MA,100,0,1,"MEEHAN, Martin Thomas",M000627,1956,,-0.39,-0.539,-105.61974,0.877,806,44,,-0.412,-0.385,,,,,
108,House,29729,3,3,MA,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.539,-0.304,-100.77361,0.88567,830,42,,-0.539,-0.049,,,,,
108,House,29730,3,6,MA,100,0,1,"TIERNEY, John F.",T000266,1951,,-0.488,-0.433,-104.63651,0.88,822,43,,-0.539,-0.278,,,,,
108,House,29731,3,10,MA,100,0,1,"DELAHUNT, Bill",D000210,1941,,-0.495,-0.293,-98.60329,0.88,772,43,,-0.502,-0.311,,,,,
108,House,29919,3,8,MA,100,0,1,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-168.61215,0.81475,823,67,,-0.604,0.164,,,,,
108,House,2605,23,15,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,,-0.448,0.313,-184.49473,0.799,821,81,,-0.399,0.145,,,,,
108,House,10713,23,14,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,,-0.658,-0.512,-85.11921,0.88762,714,34,,-0.707,-0.701,,,,,
108,House,14430,23,5,MI,100,0,1,"KILDEE, Dale Edward",K000172,1929,,-0.385,0.011,-174.2367,0.813,843,71,,-0.363,0.182,,,,,
108,House,15033,23,12,MI,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-123.23498,0.8637,841,54,,-0.354,-0.162,,,,,
108,House,15446,23,6,MI,200,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.332,-0.379,-214.84319,0.77361,837,82,,0.206,-0.196,,,,,
108,House,20120,23,8,MI,200,0,1,"ROGERS, Mike",R000572,1963,,0.4,0.098,-91.80815,0.896,833,39,,0.392,-0.036,,,,,
108,House,20331,23,10,MI,200,0,1,"MILLER, Candice S.",M001150,1954,,0.343,-0.001,-85.8392,0.902,830,28,,0.322,0.101,,,,,
108,House,20332,23,11,MI,200,0,1,"McCOTTER, Thaddeus George",M001147,1965,,0.335,0.012,-104.22127,0.881,819,45,,0.336,0.199,,,,,
108,House,29124,23,4,MI,200,0,1,"CAMP, David Lee",C000071,1953,,0.385,-0.048,-90.04117,0.897,825,32,,0.356,0.053,,,,,
108,House,29360,23,1,MI,100,0,1,"STUPAK, Bart T.",S001045,1952,,-0.396,0.701,-188.76845,0.79,799,89,,-0.39,0.616,,,,,
108,House,29361,23,2,MI,200,0,1,"HOEKSTRA, Peter",H000676,1953,,0.516,-0.262,-126.43637,0.855,806,42,,0.511,-0.134,,,,,
108,House,29362,23,3,MI,200,0,1,"EHLERS, Vernon James",E000092,1934,,0.316,-0.622,-187.58533,0.797,826,80,,0.257,-0.571,,,,,
108,House,29364,23,7,MI,200,0,1,"SMITH, Nick H.",S000597,1934,,0.505,-0.229,-175.34412,0.804,803,72,,0.645,-0.007,,,,,
108,House,29365,23,9,MI,200,0,1,"KNOLLENBERG, Joseph",K000288,1933,,0.366,-0.053,-87.69256,0.899,827,29,,0.353,-0.094,,,,,
108,House,29733,23,13,MI,100,0,1,"KILPATRICK, Carolyn Cheeks",K000180,1945,,-0.491,-0.172,-109.53654,0.87,788,50,,-0.489,-0.162,,,,,
108,House,14265,33,8,MN,100,0,1,"OBERSTAR, James Louis",O000006,1934,2014,-0.553,0.304,-216.82057,0.764,805,86,,-0.576,0.628,,,,,
108,House,14656,33,5,MN,100,0,1,"SABO, Martin Olav",S000005,1938,2016,-0.516,-0.317,-232.73164,0.754,823,94,,-0.462,0.02,,,,,
108,House,20121,33,6,MN,200,0,1,"KENNEDY, Mark",K000358,1957,,0.409,0.304,-166.46101,0.82,841,62,,0.52,-0.159,,,,,
108,House,20122,33,4,MN,100,0,1,"McCOLLUM, Betty",M001143,1954,,-0.417,-0.188,-126.70937,0.85747,824,54,,-0.422,-0.291,,,,,
108,House,20333,33,2,MN,200,0,1,"KLINE, John",K000363,1947,,0.49,0.154,-87.38765,0.901,840,35,,0.475,-0.052,,,,,
108,House,29126,33,3,MN,200,0,1,"RAMSTAD, James (Jim)",R000033,1946,,0.316,-0.683,-360.86893,0.65,839,148,,0.465,-0.885,,,,,
108,House,29127,33,7,MN,100,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-340.22234,0.66567,836,159,,-0.096,0.995,,,,,
108,House,29532,33,1,MN,200,0,1,"GUTKNECHT, Gilbert W.",G000536,1951,,0.552,0.342,-200.15855,0.78,807,79,,0.55,0.467,,,,,
108,House,15637,46,4,MS,100,0,1,"TAYLOR, Gary Eugene (Gene)",T000074,1953,,-0.045,0.893,-501.62191,0.548,835,207,,-0.152,0.988,,,,,
108,House,29368,46,2,MS,100,0,1,"THOMPSON, Bennie",T000193,1948,,-0.516,0.399,-162.18738,0.82269,831,66,,-0.488,0.522,,,,,
108,House,29534,46,1,MS,200,0,1,"WICKER, Roger F.",W000437,1951,,0.379,0.354,-108.8898,0.8755,819,40,,0.375,0.224,,,,,
108,House,29734,46,3,MS,200,0,1,"PICKERING, Charles W. (Chip), Jr.",P000323,1963,,0.342,0.325,-82.47084,0.902,799,32,,0.335,0.045,,,,,
108,House,14421,34,3,MO,100,0,1,"GEPHARDT, Richard Andrew",G000132,1941,,-0.416,0.245,-35.50235,0.848,216,18,,-0.364,-0.202,,,,,
108,House,14451,34,4,MO,100,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013,-0.172,0.724,-193.45406,0.792,831,87,,-0.199,0.575,,,,,
108,House,20123,34,2,MO,200,0,1,"AKIN, W. Todd",A000358,1947,,0.612,0.235,-107.46069,0.877,818,42,,0.639,-0.001,,,,,
108,House,20124,34,6,MO,200,0,1,"GRAVES, Samuel",G000546,1963,,0.443,0.181,-156.53892,0.82602,819,72,,0.474,0.111,,,,,
108,House,20147,34,1,MO,100,0,1,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-112.17666,0.85916,739,45,,-0.517,-0.155,,,,,
108,House,29535,34,5,MO,100,0,1,"McCARTHY, Karen",M000316,1947,2010,-0.344,-0.225,-101.32997,0.876,765,39,,-0.401,-0.353,,,,,
108,House,29735,34,7,MO,200,0,1,"BLUNT, Roy",B000575,1950,,0.42,0.263,-101.80907,0.88469,831,43,,0.455,0.018,,,,,
108,House,29736,34,8,MO,200,0,1,"EMERSON, Jo Ann",E000172,1950,,0.269,0.274,-145.29968,0.832,789,63,,0.263,0.367,,,,,
108,House,29737,34,9,MO,200,0,1,"HULSHOF, Kenny",H000948,1958,,0.363,0.281,-142.09178,0.837,797,54,,0.405,0.236,,,,,
108,House,20125,64,1,MT,200,0,1,"REHBERG, Denny",R000571,1955,,0.337,0.244,-101.66845,0.886,842,37,,0.392,0.102,,,,,
108,House,14605,35,1,NE,200,0,1,"BEREUTER, Douglas Kent",B000403,1939,,0.231,-0.347,-186.72795,0.762,687,72,,0.178,-0.181,,,,,
108,House,20126,35,3,NE,200,0,1,"OSBORNE, Thomas",O000165,1937,,0.299,0.025,-116.77162,0.868,825,47,,0.311,-0.051,,,,,
108,House,29921,35,2,NE,200,0,1,"TERRY, Lee Raymond",T000459,1962,,0.426,-0.067,-159.01627,0.825,828,66,,0.502,-0.343,,,,,
108,House,20334,65,3,NV,200,0,1,"PORTER, Jon C.",P000589,1955,,0.241,-0.071,-169.61367,0.818,843,59,,0.254,-0.104,,,,,
108,House,29739,65,2,NV,200,0,1,"GIBBONS, James A.",G000152,1944,,0.484,-0.088,-133.3987,0.847,804,56,,0.503,-0.252,,,,,
108,House,29922,65,1,NV,100,0,1,"BERKLEY, Shelley",B001231,1951,,-0.302,0.024,-146.60851,0.82,741,59,,-0.331,-0.12,,,,,
108,House,20335,4,1,NH,200,0,1,"BRADLEY, Jeb",B001246,1952,,0.371,-0.578,-158.07117,0.825,823,67,,0.33,-0.416,,,,,
108,House,29538,4,2,NH,200,0,1,"BASS, Charles Foster",B000220,1952,,0.331,-0.556,-176.8101,0.809,833,82,,0.405,-0.753,,,,,
108,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.165,-0.168,-183.30514,0.80076,825,80,,0.199,-0.451,,,,,
108,House,15112,12,3,NJ,200,0,1,"SAXTON, Hugh James",S000097,1943,,0.238,-0.378,-146.43087,0.836,819,63,,0.235,-0.446,,,,,
108,House,15454,12,6,NJ,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.164,-138.44257,0.84838,842,68,,-0.455,-0.038,,,,,
108,House,15619,12,10,NJ,100,0,1,"PAYNE, Donald Milford",P000149,1934,2012,-0.592,-0.547,-85.76733,0.895,775,35,,-0.574,-0.496,,,,,
108,House,20127,12,7,NJ,200,0,1,"FERGUSON, Michael",F000443,1970,,0.244,-0.404,-109.14175,0.866,760,48,,0.265,-0.351,,,,,
108,House,20336,12,5,NJ,200,0,1,"GARRETT, Scott",G000548,1959,,0.688,-0.243,-119.55603,0.866,833,41,,0.654,-0.017,,,,,
108,House,29132,12,1,NJ,100,0,1,"ANDREWS, Robert Ernest",A000210,1957,,-0.297,-0.119,-182.60452,0.799,813,81,,-0.387,-0.102,,,,,
108,House,29373,12,13,NJ,100,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.125,-142.33667,0.84029,818,64,,-0.348,-0.058,,,,,
108,House,29539,12,2,NJ,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-262.55143,0.73239,843,101,,0.203,-0.285,,,,,
108,House,29541,12,11,NJ,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-118.51162,0.86739,833,51,,0.291,-0.405,,,,,
108,House,29741,12,8,NJ,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,,-0.367,-0.005,-156.2626,0.82494,812,68,,-0.36,-0.042,,,,,
108,House,29742,12,9,NJ,100,0,1,"ROTHMAN, Steven",R000462,1952,,-0.352,-0.092,-153.82492,0.824,796,78,,-0.352,-0.123,,,,,
108,House,29923,12,12,NJ,100,0,1,"HOLT, Rush",H001032,1948,,-0.463,-0.33,-130.98443,0.855,839,60,,-0.468,-0.215,,,,,
108,House,20337,66,2,NM,200,0,1,"PEARCE, Stevan",P000588,1947,,0.472,0.064,-105.82299,0.87851,817,45,,0.406,-0.022,,,,,
108,House,29779,66,1,NM,200,0,1,"WILSON, Heather",W000789,1960,,0.247,-0.027,-217.41975,0.768,825,75,,0.199,-0.088,,,,,
108,House,29924,66,3,NM,100,0,1,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-154.51867,0.83252,843,76,,-0.464,0.16,,,,,
108,House,13035,13,15,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-116.91665,0.857,760,47,,-0.479,-0.31,,,,,
108,House,15000,13,5,NY,100,0,1,"ACKERMAN, Gary Leonard",A000022,1942,,-0.429,-0.165,-108.49146,0.865,751,43,,-0.417,-0.256,,,,,
108,House,15007,13,24,NY,200,0,1,"BOEHLERT, Sherwood Louis",B000586,1936,,0.103,-0.718,-162.8886,0.809,769,58,,0.186,-0.529,,,,,
108,House,15050,13,11,NY,100,0,1,"OWENS, Major Robert Odell",O000159,1936,2013,-0.569,-0.516,-109.79682,0.868,775,40,,-0.536,-0.415,,,,,
108,House,15072,13,10,NY,100,0,1,"TOWNS, Edolphus",T000326,1934,,-0.519,-0.132,-135.05358,0.836,756,60,,-0.518,0.091,,,,,
108,House,15423,13,29,NY,200,0,1,"HOUGHTON, Amory, Jr.",H000814,1926,,0.154,-0.281,-170.42102,0.796,747,70,,0.249,-0.536,,,,,
108,House,15444,13,28,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018,-0.465,-0.104,-115.14292,0.86044,766,53,,-0.493,-0.027,,,,,
108,House,15603,13,17,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-125.39072,0.85459,798,54,,-0.369,-0.16,,,,,
108,House,15612,13,18,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.152,-116.39222,0.86782,821,43,,-0.335,-0.236,,,,,
108,House,15614,13,21,NY,100,0,1,"McNULTY, Michael Robert",M000590,1947,,-0.369,0.369,-184.86841,0.8,827,102,,-0.383,0.296,,,,,
108,House,15630,13,25,NY,200,0,1,"WALSH, James T.",W000099,1947,,0.208,-0.19,-115.43917,0.869,823,40,,0.284,-0.264,,,,,
108,House,20129,13,2,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-142.92158,0.838,811,66,,-0.29,-0.101,,,,,
108,House,20338,13,1,NY,100,0,1,"BISHOP, Timothy H.",B001242,1950,,-0.338,-0.05,-116.8849,0.868,827,48,,-0.353,-0.118,,,,,
108,House,29134,13,16,NY,100,0,1,"SERRANO, Jos�� E.",S000248,1943,,-0.491,-0.377,-113.80779,0.86922,812,50,,-0.45,-0.449,,,,,
108,House,29375,13,3,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.259,-0.03,-141.97943,0.84012,815,52,,0.253,-0.224,,,,,
108,House,29377,13,8,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.503,-88.86443,0.89706,818,38,,-0.498,-0.524,,,,,
108,House,29378,13,12,NY,100,0,1,"VEL��ZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.34,-132.57809,0.84953,813,49,,-0.529,-0.382,,,,,
108,House,29379,13,14,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.28,-107.51288,0.87851,830,47,,-0.403,-0.307,,,,,
108,House,29380,13,22,NY,100,0,1,"HINCHEY, Maurice Dunlea",H000627,1938,,-0.575,-0.007,-106.77755,0.87,768,40,,-0.562,0.006,,,,,
108,House,29381,13,27,NY,200,0,1,"QUINN, John Francis (Jack)",Q000016,1951,,0.198,-0.223,-108.38304,0.855,691,36,,0.232,-0.05,,,,,
108,House,29544,13,19,NY,200,0,1,"KELLY, Sue W.",K000078,1936,,0.231,-0.564,-156.40776,0.829,835,70,,0.233,-0.548,,,,,
108,House,29744,13,4,NY,100,0,1,"McCARTHY, Carolyn",M000309,1944,,-0.294,-0.04,-123.68004,0.861,829,48,,-0.305,-0.092,,,,,
108,House,29773,13,13,NY,200,0,1,"FOSSELLA, Vito John",F000440,1965,,0.426,-0.336,-198.39235,0.775,780,89,,0.478,-0.516,,,,,
108,House,29776,13,6,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.413,-0.074,-131.57375,0.84478,780,58,,-0.365,-0.223,,,,,
108,House,29925,13,7,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-157.57535,0.82632,826,67,,-0.348,-0.1,,,,,
108,House,29926,13,9,NY,100,0,1,"WEINER, Anthony D.",W000792,1964,,-0.408,-0.371,-93.76236,0.892,820,34,,-0.405,-0.381,,,,,
108,House,29927,13,20,NY,200,0,1,"SWEENEY, John E.",S001149,1955,,0.249,0.036,-174.04262,0.805,804,65,,0.247,-0.067,,,,,
108,House,29928,13,26,NY,200,0,1,"REYNOLDS, Thomas M.",R000569,1950,,0.349,0.009,-89.04017,0.896,812,33,,0.4,-0.207,,,,,
108,House,39316,13,23,NY,200,0,1,"McHUGH, John Michael",M000472,1948,,0.225,-0.063,-159.97192,0.824,827,64,,0.205,-0.008,,,,,
108,House,15092,47,6,NC,200,0,1,"COBLE, Howard",C000556,1931,2015,0.52,-0.081,-180.39495,0.804,829,73,,0.565,0.342,,,,,
108,House,15402,47,10,NC,200,0,1,"BALLENGER, Cass",B000104,1926,2015,0.464,-0.145,-86.72569,0.89,742,26,,0.41,-0.096,,,,,
108,House,15438,47,4,NC,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.031,-124.87922,0.86155,838,49,,-0.298,-0.164,,,,,
108,House,20339,47,1,NC,100,1,1,"BALLANCE, Frank W., Jr.",B001238,1942,,-0.446,-0.039,-91.98379,0.85,564,40,,-0.445,-0.049,,,,,
108,House,20340,47,1,NC,100,2,2,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.182,-20.81721,0.7975,92,10,,-0.254,0.032,,,,,
108,House,20341,47,13,NC,100,0,1,"MILLER, Brad",M001154,1953,,-0.376,0.063,-144.21175,0.839,822,64,,-0.352,0.018,,,,,
108,House,29135,47,11,NC,200,0,1,"TAYLOR, Charles Hart",T000067,1941,,0.488,0.116,-155.27994,0.826,811,73,,0.433,0.422,,,,,
108,House,29383,47,12,NC,100,0,1,"WATT, Melvin L.",W000207,1945,,-0.526,-0.155,-119.28915,0.865,823,55,,-0.516,-0.435,,,,,
108,House,29546,47,3,NC,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,-567.47691,0.49543,808,187,,0.456,0.89,,,,,
108,House,29548,47,5,NC,200,0,1,"BURR, Richard M.",B001135,1955,,0.446,-0.052,-143.88975,0.83425,794,54,,0.289,0.134,,,,,
108,House,29549,47,9,NC,200,0,1,"MYRICK, Sue",M001134,1941,,0.56,0.027,-84.71097,0.901,811,31,,0.61,0.012,,,,,
108,House,29745,47,2,NC,100,0,1,"ETHERIDGE, Bobby R.",E000226,1941,,-0.288,0.288,-171.45419,0.815,839,74,,-0.293,0.193,,,,,
108,House,29746,47,7,NC,100,0,1,"McINTYRE, Mike",M000485,1956,,-0.148,0.56,-256.95811,0.732,822,115,,-0.224,0.847,,,,,
108,House,29929,47,8,NC,200,0,1,"HAYES, Robert (Robin)",H001029,1945,,0.351,0.388,-116.01876,0.87,831,48,,0.42,0.545,,,,,
108,House,29384,36,1,ND,100,0,1,"POMEROY, Earl Ralph, III",P000422,1952,,-0.266,0.339,-210.08061,0.778,838,98,,-0.212,0.343,,,,,
108,House,14045,24,16,OH,200,0,1,"REGULA, Ralph Straus",R000141,1924,,0.221,-0.223,-99.46318,0.886,822,27,,0.31,-0.014,,,,,
108,House,14875,24,4,OH,200,0,1,"OXLEY, Michael Garver",O000163,1944,2016,0.382,-0.093,-98.80418,0.883,797,38,,0.394,-0.097,,,,,
108,House,15029,24,9,OH,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.109,-151.22305,0.82854,804,64,,-0.425,0.195,,,,,
108,House,15604,24,5,OH,200,0,1,"GILLMOR, Paul Eugene",G000210,1939,2007,0.254,0.106,-151.45735,0.832,821,48,,0.327,0.008,,,,,
108,House,20130,24,12,OH,200,0,1,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-137.40705,0.84743,830,53,,0.421,-0.196,,,,,
108,House,20342,24,3,OH,200,0,1,"TURNER, Michael R.",T000463,1960,,0.273,0.212,-91.12593,0.89614,831,32,,0.34,-0.017,,,,,
108,House,20343,24,17,OH,100,0,1,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-150.51866,0.83286,823,65,,-0.411,0.264,,,,,
108,House,29136,24,7,OH,200,0,1,"HOBSON, David Lee",H000666,1936,,0.315,-0.229,-85.80241,0.902,830,27,,0.311,-0.048,,,,,
108,House,29137,24,8,OH,200,0,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,-93.86739,0.891,816,39,,0.44,-0.07,,,,,
108,House,29386,24,2,OH,200,0,1,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.368,-0.233,-85.4542,0.90172,826,27,,0.362,-0.191,,,,,
108,House,29389,24,13,OH,100,0,1,"BROWN, Sherrod",B000944,1952,,-0.428,-0.111,-122.74433,0.86034,816,60,,-0.483,-0.115,,,,,
108,House,29390,24,15,OH,200,0,1,"PRYCE, Deborah D.",P000555,1951,,0.32,-0.329,-99.02022,0.886,821,37,,0.339,-0.376,,,,,
108,House,29550,24,1,OH,200,0,1,"CHABOT, Steve",C000266,1953,,0.567,-0.197,-143.94204,0.84217,838,57,,0.566,-0.197,,,,,
108,House,29552,24,18,OH,200,0,1,"NEY, Robert William",N000081,1954,,0.269,0.116,-115.12563,0.871,832,47,,0.296,0.116,,,,,
108,House,29553,24,14,OH,200,0,1,"LaTOURETTE, Steven C.",L000553,1954,2016,0.211,-0.063,-150.7744,0.831,815,44,,0.214,-0.025,,,,,
108,House,29747,24,6,OH,100,0,1,"STRICKLAND, Ted",S001004,1941,,-0.384,0.404,-193.91183,0.792,833,90,,-0.421,0.398,,,,,
108,House,29748,24,10,OH,100,0,1,"KUCINICH, Dennis",K000336,1946,,-0.582,0.024,-204.45586,0.763,756,87,,-0.646,-0.282,,,,,
108,House,29930,24,11,OH,100,0,1,"JONES, Stephanie Tubbs",J000284,1949,2008,-0.521,-0.059,-120.25164,0.848,727,48,,-0.523,-0.043,,,,,
108,House,20131,53,1,OK,200,0,1,"SULLIVAN, John",S001155,1965,,0.513,0.173,-90.65943,0.89,781,37,,0.5,0.159,,,,,
108,House,20132,53,2,OK,100,0,1,"CARSON, Brad",C001044,1967,,-0.181,0.555,-216.87152,0.756,776,90,,-0.163,0.59,,,,,
108,House,20344,53,4,OK,200,0,1,"COLE, Tom",C001053,1949,,0.332,0.363,-105.98241,0.87931,824,40,,0.396,-0.055,,,,,
108,House,29392,53,5,OK,200,0,1,"ISTOOK, Ernest James, Jr.",I000047,1950,,0.492,0.129,-110.23417,0.868,781,40,,0.446,0.368,,,,,
108,House,29393,53,3,OK,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.363,0.42,-105.41814,0.8795,821,34,,0.362,0.253,,,,,
108,House,15410,72,4,OR,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.428,0.006,-284.61175,0.70734,822,121,,-0.507,0.544,,,,,
108,House,29588,72,3,OR,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.428,-0.67,-128.34811,0.84917,785,49,,-0.43,-0.752,,,,,
108,House,29750,72,5,OR,100,0,1,"HOOLEY, Darlene",H000762,1939,,-0.315,-0.075,-182.73825,0.802,830,71,,-0.282,0.035,,,,,
